REFSEQ	parent
XM_014905887	FBgn0275425
XM_014904436	FBgn0275426
XM_014904039	FBgn0275429
XM_014911956	FBgn0275430
XM_001960167	FBgn0088684
XM_001960165	FBgn0088685
XM_001960163	FBgn0088686
XM_001960161	FBgn0088687
XM_001965880	FBgn0088688
XM_014904597	FBgn0088688
XM_001960160	FBgn0088689
XM_001960159	FBgn0088690
XM_001960157	FBgn0088691
XM_001960155	FBgn0088692
XM_001960154	FBgn0088693
XM_014907332	FBgn0088693
XM_014907333	FBgn0088693
XM_001960153	FBgn0088694
XM_014907334	FBgn0088695
XM_014907335	FBgn0088695
XM_001960152	FBgn0088695
XM_014907336	FBgn0088695
XM_001960149	FBgn0088696
XM_001960147	FBgn0088697
XM_001960141	FBgn0088698
XM_014907337	FBgn0088698
XM_001965882	FBgn0088699
XM_001960140	FBgn0088700
XM_001960137	FBgn0088701
XM_001960136	FBgn0088702
XM_001960135	FBgn0088703
XM_014907338	FBgn0088703
XM_001960131	FBgn0088704
XM_001960130	FBgn0088705
XM_001960128	FBgn0088706
XM_001960127	FBgn0088707
XM_014907339	FBgn0088707
XM_001960121	FBgn0088708
XM_001960118	FBgn0088709
XM_001965884	FBgn0088710
XM_001960117	FBgn0088711
XM_001960115	FBgn0088712
XM_001960114	FBgn0088713
XM_001960107	FBgn0088714
XM_001960105	FBgn0088715
XM_014907340	FBgn0088716
XM_001960104	FBgn0088716
XM_001960101	FBgn0088718
XM_014907341	FBgn0088718
XM_014907342	FBgn0088718
XM_014907343	FBgn0088718
XM_014907344	FBgn0088718
XM_014907345	FBgn0088718
XM_014907346	FBgn0088718
XM_014907347	FBgn0088718
XM_014907348	FBgn0088718
XM_001960100	FBgn0088720
XM_001965887	FBgn0088721
XM_001960099	FBgn0088722
XM_014907349	FBgn0088722
XM_014907350	FBgn0088722
XM_001960098	FBgn0088723
XM_001960092	FBgn0088724
XM_001960089	FBgn0088725
XM_001960088	FBgn0088726
XM_014907351	FBgn0088726
XM_001960080	FBgn0088727
XM_014907352	FBgn0088727
XM_001960085	FBgn0088728
XM_001960078	FBgn0088729
XM_001960076	FBgn0088730
XM_001960074	FBgn0088731
XM_001965893	FBgn0088732
XM_001960070	FBgn0088733
XM_001960069	FBgn0088734
XM_001960068	FBgn0088735
XM_014907353	FBgn0088735
XM_014907354	FBgn0088735
XM_014907355	FBgn0088735
XM_001960064	FBgn0088736
XM_001960063	FBgn0088737
XM_001960060	FBgn0088738
XM_014907356	FBgn0088738
XM_014907357	FBgn0088738
XM_014907358	FBgn0088738
XM_014907359	FBgn0088738
XM_014907360	FBgn0088738
XM_014907361	FBgn0088738
XM_014907362	FBgn0088738
XM_014907363	FBgn0088738
XM_014907364	FBgn0088738
XM_001960058	FBgn0088740
XM_001960056	FBgn0088741
XM_001960055	FBgn0088742
XM_001965894	FBgn0088743
XM_001960054	FBgn0088744
XM_001960047	FBgn0088745
XM_014907365	FBgn0088745
XM_001960045	FBgn0088746
XM_014907366	FBgn0088746
XM_014907367	FBgn0088746
XM_014907368	FBgn0088746
XM_001960043	FBgn0088747
XM_001960041	FBgn0088749
XM_014907369	FBgn0088749
XM_014907370	FBgn0088749
XM_014907371	FBgn0088749
XM_014907372	FBgn0088749
XM_001960039	FBgn0088750
XM_001960038	FBgn0088751
XM_001960036	FBgn0088752
XM_001960033	FBgn0088753
XM_014907373	FBgn0088753
XM_001965897	FBgn0088754
XM_001960032	FBgn0088755
XM_001960030	FBgn0088757
XM_001960027	FBgn0088758
XM_001960025	FBgn0088759
XM_001960023	FBgn0088760
XM_001960022	FBgn0088761
XM_001960021	FBgn0088762
XM_001960017	FBgn0088764
XM_001965902	FBgn0088765
XM_001960015	FBgn0088766
XM_001960013	FBgn0088767
XM_001960012	FBgn0088768
XM_014907374	FBgn0088768
XM_001960011	FBgn0088769
XM_001960009	FBgn0088770
XM_014907375	FBgn0088770
XM_001960006	FBgn0088771
XM_001960002	FBgn0088774
XM_001959998	FBgn0088775
XM_001965903	FBgn0088776
XM_001959997	FBgn0088777
XM_001959993	FBgn0088778
XM_001959991	FBgn0088779
XM_001959988	FBgn0088780
XM_001959987	FBgn0088781
XM_001959986	FBgn0088782
XM_001959985	FBgn0088783
XM_001959984	FBgn0088784
XM_001959982	FBgn0088785
XM_001965905	FBgn0088787
XM_014904598	FBgn0088787
XM_001959979	FBgn0088789
XM_001959977	FBgn0088790
XM_001959973	FBgn0088791
XM_014907376	FBgn0088791
XM_014907377	FBgn0088791
XM_014907378	FBgn0088791
XM_001959969	FBgn0088792
XM_001959968	FBgn0088793
XM_001959967	FBgn0088794
XM_001959966	FBgn0088795
XM_001959963	FBgn0088797
XM_001965907	FBgn0088798
XM_014907379	FBgn0088799
XM_001959962	FBgn0088800
XM_001959954	FBgn0088802
XM_001959952	FBgn0088804
XM_001959951	FBgn0088805
XM_014907380	FBgn0088805
XM_001959950	FBgn0088806
XM_001959948	FBgn0088807
XM_001959945	FBgn0088808
XM_001965910	FBgn0088809
XM_014904599	FBgn0088809
XM_014904600	FBgn0088809
XM_001959943	FBgn0088810
XM_001959942	FBgn0088811
XM_001959938	FBgn0088812
XM_001959937	FBgn0088813
XM_001959936	FBgn0088814
XM_001959935	FBgn0088815
XM_001959932	FBgn0088816
XM_001959930	FBgn0088817
XM_001959928	FBgn0088818
XM_014907381	FBgn0088818
XM_014907382	FBgn0088818
XM_001959926	FBgn0088819
XM_014907383	FBgn0088819
XM_014907384	FBgn0088819
XM_014907385	FBgn0088819
XM_014907386	FBgn0088819
XM_014907387	FBgn0088819
XM_014907388	FBgn0088819
XM_014907389	FBgn0088819
XM_014907390	FBgn0088819
XM_014907391	FBgn0088819
XM_014907392	FBgn0088819
XM_014907393	FBgn0088819
XM_014907394	FBgn0088819
XM_014907395	FBgn0088819
XM_014907396	FBgn0088819
XM_014907397	FBgn0088819
XM_014907398	FBgn0088819
XM_014907399	FBgn0088819
XM_014907400	FBgn0088819
XM_014907401	FBgn0088819
XM_014907402	FBgn0088819
XM_014907403	FBgn0088819
XM_014907404	FBgn0088819
XM_014907405	FBgn0088819
XM_014907406	FBgn0088819
XM_014907407	FBgn0088819
XM_014907408	FBgn0088819
XM_014907409	FBgn0088819
XM_014907410	FBgn0088819
XM_014907411	FBgn0088819
XM_014907412	FBgn0088819
XM_014907413	FBgn0088819
XM_014907414	FBgn0088819
XM_014907415	FBgn0088819
XM_014907416	FBgn0088819
XM_014907417	FBgn0088819
XM_014907418	FBgn0088819
XM_001965913	FBgn0088820
XM_001959924	FBgn0088821
XM_001959913	FBgn0088822
XM_001959911	FBgn0088823
XM_001959906	FBgn0088824
XM_001959904	FBgn0088825
XM_001959902	FBgn0088826
XM_001959900	FBgn0088827
XM_001959897	FBgn0088828
XM_001959891	FBgn0088829
XM_014907419	FBgn0088829
XM_001959890	FBgn0088830
XM_014907420	FBgn0088830
XM_001965915	FBgn0088831
XM_001959889	FBgn0088832
XM_001959888	FBgn0088833
XM_001959887	FBgn0088834
XM_001959885	FBgn0088835
XM_001959883	FBgn0088836
XM_001959882	FBgn0088837
XM_001959879	FBgn0088838
XM_001959877	FBgn0088839
XM_001959875	FBgn0088841
XM_001965917	FBgn0088842
XM_014904601	FBgn0088842
XM_001959872	FBgn0088843
XM_001959870	FBgn0088844
XM_014907421	FBgn0088845
XM_001959866	FBgn0088846
XM_001959863	FBgn0088847
XM_001959859	FBgn0088848
XM_014907422	FBgn0088849
XM_014907423	FBgn0088849
XM_014907424	FBgn0088849
XM_014907425	FBgn0088849
XM_001959856	FBgn0088849
XM_001959853	FBgn0088850
XM_001959851	FBgn0088851
XM_001959849	FBgn0088852
XM_001965919	FBgn0088853
XM_001959847	FBgn0088854
XM_001959845	FBgn0088855
XM_001959844	FBgn0088856
XM_014907426	FBgn0088856
XM_001959843	FBgn0088857
XM_001959839	FBgn0088858
XM_001959836	FBgn0088859
XM_001959834	FBgn0088860
XM_001959829	FBgn0088861
XM_001959826	FBgn0088862
XM_014907427	FBgn0088862
XM_001959824	FBgn0088863
XM_001965920	FBgn0088864
XM_001959822	FBgn0088865
XM_001959820	FBgn0088866
XM_014907428	FBgn0088866
XM_001959818	FBgn0088867
XM_014907429	FBgn0088867
XM_001959816	FBgn0088868
XM_014907430	FBgn0088868
XM_001959813	FBgn0088869
XM_014907431	FBgn0088869
XM_014907432	FBgn0088869
XM_001959808	FBgn0088870
XM_014907433	FBgn0088870
XM_014907434	FBgn0088870
XM_014907435	FBgn0088870
XM_001959807	FBgn0088871
XM_001959806	FBgn0088872
XM_014907436	FBgn0088872
XM_001959804	FBgn0088873
XM_014907437	FBgn0088874
XM_014907438	FBgn0088874
XM_001965922	FBgn0088875
XM_014904602	FBgn0088875
XM_001959799	FBgn0088876
XM_001959797	FBgn0088877
XM_001959795	FBgn0088878
XM_001959792	FBgn0088879
XM_001959791	FBgn0088880
XM_001959790	FBgn0088881
XM_001959788	FBgn0088882
XM_014907439	FBgn0088882
XM_001959787	FBgn0088883
XM_001959782	FBgn0088884
XM_001959781	FBgn0088885
XM_014904603	FBgn0088886
XM_001959780	FBgn0088887
XM_001959778	FBgn0088888
XM_001959774	FBgn0088889
XM_014907440	FBgn0088890
XM_001959773	FBgn0088890
XM_001959771	FBgn0088891
XM_014907441	FBgn0088891
XM_001959770	FBgn0088892
XM_001959769	FBgn0088893
XM_014907442	FBgn0088893
XM_001959767	FBgn0088894
XM_014907443	FBgn0088894
XM_001959766	FBgn0088895
XM_001959764	FBgn0088896
XM_014904605	FBgn0088897
XM_014904606	FBgn0088897
XM_014904607	FBgn0088897
XM_014904604	FBgn0088897
XM_001965925	FBgn0088897
XM_001959763	FBgn0088898
XM_001959761	FBgn0088899
XM_001959760	FBgn0088900
XM_001959758	FBgn0088901
XM_001959757	FBgn0088902
XM_001959752	FBgn0088903
XM_001959749	FBgn0088904
XM_014907444	FBgn0088905
XM_014907445	FBgn0088905
XM_014907446	FBgn0088905
XM_014907447	FBgn0088905
XM_001959747	FBgn0088905
XM_014907448	FBgn0088905
XM_014907449	FBgn0088905
XM_014907450	FBgn0088905
XM_014907451	FBgn0088905
XM_001959741	FBgn0088906
XM_001959740	FBgn0088907
XM_001959736	FBgn0088909
XM_001959730	FBgn0088910
XM_001959729	FBgn0088911
XM_001959726	FBgn0088912
XM_001959724	FBgn0088913
XM_001959722	FBgn0088914
XM_001959721	FBgn0088915
XM_001959720	FBgn0088917
XM_014907452	FBgn0088917
XM_014907453	FBgn0088917
XM_014907454	FBgn0088917
XM_014907455	FBgn0088917
XM_014907456	FBgn0088917
XM_014907457	FBgn0088917
XM_014904084	FBgn0088919
XM_014904083	FBgn0088919
XM_001965927	FBgn0088920
XM_014904608	FBgn0088920
XM_014904609	FBgn0088920
XM_001959716	FBgn0088921
XM_001959713	FBgn0088922
XM_001959712	FBgn0088923
XM_001959710	FBgn0088924
XM_001959709	FBgn0088925
XM_001959708	FBgn0088926
XM_001959707	FBgn0088927
XM_001959705	FBgn0088928
XM_001959702	FBgn0088929
XM_001959700	FBgn0088930
XM_001965928	FBgn0088931
XM_001959698	FBgn0088932
XM_001959696	FBgn0088933
XM_001959695	FBgn0088934
XM_014907458	FBgn0088934
XM_014907459	FBgn0088934
XM_014907460	FBgn0088934
XM_014907461	FBgn0088934
XM_014907462	FBgn0088934
XM_001959693	FBgn0088935
XM_001959692	FBgn0088936
XM_014907463	FBgn0088936
XM_001959691	FBgn0088937
XM_001959690	FBgn0088938
XM_001959689	FBgn0088939
XM_001959687	FBgn0088940
XM_001959685	FBgn0088941
XM_001965929	FBgn0088942
XM_001959683	FBgn0088943
XM_001959681	FBgn0088944
XM_014907464	FBgn0088945
XM_001959676	FBgn0088945
XM_014907465	FBgn0088945
XM_014907466	FBgn0088945
XM_014907467	FBgn0088945
XM_014907468	FBgn0088945
XM_014907469	FBgn0088945
XM_014907470	FBgn0088945
XM_014907471	FBgn0088945
XM_001959673	FBgn0088946
XM_001959666	FBgn0088948
XM_001959664	FBgn0088949
XM_014907472	FBgn0088949
XM_014907473	FBgn0088949
XM_014907474	FBgn0088949
XM_014907475	FBgn0088949
XM_014907476	FBgn0088949
XM_001959662	FBgn0088950
XM_001959661	FBgn0088951
XM_001965932	FBgn0088952
XM_001959660	FBgn0088953
XM_001959658	FBgn0088954
XM_001959657	FBgn0088955
XM_001959655	FBgn0088957
XM_001959652	FBgn0088958
XM_014907477	FBgn0088958
XM_001959650	FBgn0088959
XM_014907478	FBgn0088959
XM_014907479	FBgn0088959
XM_014907480	FBgn0088959
XM_001959647	FBgn0088960
XM_001959645	FBgn0088961
XM_001959641	FBgn0088962
XM_001965933	FBgn0088963
XM_014904611	FBgn0088963
XM_014904612	FBgn0088963
XM_014904613	FBgn0088963
XM_014904610	FBgn0088963
XM_014904614	FBgn0088963
XM_014904615	FBgn0088963
XM_014904616	FBgn0088963
XM_001959639	FBgn0088964
XM_014907481	FBgn0088964
XM_014907482	FBgn0088964
XM_014907483	FBgn0088964
XM_014907484	FBgn0088964
XM_014907485	FBgn0088964
XM_014907486	FBgn0088964
XM_014907487	FBgn0088964
XM_014907488	FBgn0088964
XM_014907489	FBgn0088964
XM_014907490	FBgn0088964
XM_014907491	FBgn0088964
XM_014907492	FBgn0088964
XM_014907493	FBgn0088964
XM_014907494	FBgn0088964
XM_014907495	FBgn0088964
XM_014907496	FBgn0088964
XM_001959638	FBgn0088965
XM_001959636	FBgn0088966
XM_001959634	FBgn0088967
XM_001959633	FBgn0088968
XM_001959628	FBgn0088969
XM_014907497	FBgn0088969
XM_014907498	FBgn0088969
XM_014907499	FBgn0088969
XM_014907500	FBgn0088969
XM_001959625	FBgn0088971
XM_014907501	FBgn0088971
XM_001959621	FBgn0088972
XM_001959620	FBgn0088973
XM_001959618	FBgn0088974
XM_001959615	FBgn0088976
XM_001959613	FBgn0088977
XM_001959609	FBgn0088978
XM_001959607	FBgn0088979
XM_001959605	FBgn0088980
XM_014907502	FBgn0088980
XM_014907503	FBgn0088980
XM_001959604	FBgn0088981
XM_014907504	FBgn0088981
XM_014907505	FBgn0088981
XM_001959603	FBgn0088982
XM_014907506	FBgn0088982
XM_001959602	FBgn0088983
XM_001959597	FBgn0088984
XM_014907507	FBgn0088984
XM_001959594	FBgn0088985
XM_014907508	FBgn0088985
XM_001959588	FBgn0088986
XM_001959586	FBgn0088987
XM_001959584	FBgn0088988
XM_001959583	FBgn0088989
XM_001959581	FBgn0088990
XM_001959580	FBgn0088991
XM_001959579	FBgn0088992
XM_001959576	FBgn0088993
XM_001959573	FBgn0088994
XM_001959571	FBgn0088995
XM_001959570	FBgn0088996
XM_014907509	FBgn0088996
XM_014907510	FBgn0088996
XM_014907511	FBgn0088996
XM_014907512	FBgn0088996
XM_014907513	FBgn0088996
XM_014907514	FBgn0088996
XM_014907515	FBgn0088996
XM_014907516	FBgn0088996
XM_001959569	FBgn0088997
XM_001959567	FBgn0088998
XM_014907517	FBgn0088998
XM_014907518	FBgn0088998
XM_001959565	FBgn0088999
XM_014907519	FBgn0088999
XM_001959563	FBgn0089000
XM_001959562	FBgn0089001
XM_001959561	FBgn0089002
XM_001959558	FBgn0089003
XM_001959557	FBgn0089004
XM_001959556	FBgn0089005
XM_001959554	FBgn0089006
XM_014907520	FBgn0089007
XM_001959550	FBgn0089008
XM_001959549	FBgn0089009
XM_001959548	FBgn0089010
XM_001959547	FBgn0089011
XM_001959544	FBgn0089012
XM_001959542	FBgn0089013
XM_001959541	FBgn0089014
XM_001959539	FBgn0089015
XM_001959537	FBgn0089016
XM_001959536	FBgn0089017
XM_001959534	FBgn0089018
XM_014907521	FBgn0089018
XM_001959531	FBgn0089020
XM_001959528	FBgn0089022
XM_001967789	FBgn0089023
XM_001959527	FBgn0089026
XM_001959524	FBgn0089027
XM_001959523	FBgn0089028
XM_001959519	FBgn0089030
XM_001959516	FBgn0089031
XM_001959515	FBgn0089032
XM_001959512	FBgn0089034
XM_001959511	FBgn0089035
XM_001959504	FBgn0089036
XM_014907522	FBgn0089036
XM_014907523	FBgn0089036
XM_014907524	FBgn0089036
XM_014907525	FBgn0089036
XM_014907526	FBgn0089036
XM_001959503	FBgn0089038
XM_014907527	FBgn0089038
XM_001959502	FBgn0089039
XM_014907528	FBgn0089039
XM_001959500	FBgn0089040
XM_014907529	FBgn0089040
XM_014907530	FBgn0089040
XM_014907531	FBgn0089040
XM_014907532	FBgn0089040
XM_014907533	FBgn0089040
XM_014907534	FBgn0089040
XM_014907535	FBgn0089040
XM_014907536	FBgn0089040
XM_014907537	FBgn0089040
XM_014907538	FBgn0089040
XM_014907539	FBgn0089040
XM_001959499	FBgn0089041
XM_001959497	FBgn0089042
XM_001959496	FBgn0089043
XM_014907540	FBgn0089043
XM_001959494	FBgn0089044
XM_001959489	FBgn0089046
XM_014907541	FBgn0089046
XM_014907542	FBgn0089047
XM_014907543	FBgn0089047
XM_001959488	FBgn0089047
XM_014907544	FBgn0089047
XM_014907545	FBgn0089047
XM_001959487	FBgn0089048
XM_001959485	FBgn0089049
XM_001959483	FBgn0089050
XM_001959482	FBgn0089051
XM_001959478	FBgn0089052
XM_014907546	FBgn0089052
XM_014907547	FBgn0089052
XM_014907548	FBgn0089052
XM_001959476	FBgn0089053
XM_001959474	FBgn0089054
XM_001959472	FBgn0089055
XM_014907549	FBgn0089055
XM_014907550	FBgn0089055
XM_001959470	FBgn0089056
XM_014907551	FBgn0089056
XM_014907552	FBgn0089056
XM_001959469	FBgn0089057
XM_001959467	FBgn0089058
XM_014907553	FBgn0089058
XM_014907554	FBgn0089058
XM_014907555	FBgn0089058
XM_014907556	FBgn0089058
XM_001959466	FBgn0089059
XM_014907557	FBgn0089059
XM_014907558	FBgn0089059
XM_014907559	FBgn0089059
XM_014907560	FBgn0089059
XM_014907561	FBgn0089059
XM_014907562	FBgn0089059
XM_014907563	FBgn0089059
XM_014907564	FBgn0089059
XM_014907565	FBgn0089059
XM_001959463	FBgn0089061
XM_001959462	FBgn0089062
XM_001959461	FBgn0089063
XM_001959460	FBgn0089064
XM_014907566	FBgn0089064
XM_001959457	FBgn0089065
XM_001959455	FBgn0089066
XM_001959453	FBgn0089067
XM_001959451	FBgn0089068
XM_001959450	FBgn0089069
XM_001959449	FBgn0089070
XM_001959448	FBgn0089071
XM_014907567	FBgn0089071
XM_014907568	FBgn0089071
XM_001959446	FBgn0089072
XM_014907569	FBgn0089072
XM_014907570	FBgn0089072
XM_014907571	FBgn0089072
XM_014907572	FBgn0089072
XM_014907573	FBgn0089072
XM_014907574	FBgn0089072
XM_001959445	FBgn0089073
XM_001959441	FBgn0089074
XM_001959438	FBgn0089075
XM_014907575	FBgn0089075
XM_001959436	FBgn0089077
XM_001959435	FBgn0089078
XM_001959433	FBgn0089079
XM_001959429	FBgn0089080
XM_001959427	FBgn0089081
XM_001959426	FBgn0089082
XM_014907576	FBgn0089082
XM_014907577	FBgn0089082
XM_014907578	FBgn0089082
XM_001959425	FBgn0089083
XM_001959422	FBgn0089084
XM_014907579	FBgn0089084
XM_001959420	FBgn0089085
XM_001959417	FBgn0089086
XM_014907580	FBgn0089086
XM_001959413	FBgn0089087
XM_001959411	FBgn0089088
XM_001959409	FBgn0089089
XM_001959407	FBgn0089090
XM_014907581	FBgn0089090
XM_001959404	FBgn0089091
XM_001959403	FBgn0089092
XM_014907582	FBgn0089092
XM_014907583	FBgn0089092
XM_014907584	FBgn0089092
XM_001959400	FBgn0089093
XM_014907585	FBgn0089093
XM_001959397	FBgn0089094
XM_001959395	FBgn0089095
XM_001959393	FBgn0089096
XM_001959391	FBgn0089097
XM_001959390	FBgn0089098
XM_001959387	FBgn0089099
XM_001959385	FBgn0089100
XM_001959384	FBgn0089101
XM_001959383	FBgn0089102
XM_001959380	FBgn0089103
XM_001959379	FBgn0089104
XM_001959378	FBgn0089105
XM_001959377	FBgn0089106
XM_001959367	FBgn0089107
XM_001959363	FBgn0089109
XM_001959352	FBgn0089110
XM_001959347	FBgn0089111
XM_014907586	FBgn0089112
XM_014907587	FBgn0089112
XM_014907588	FBgn0089112
XM_014907589	FBgn0089112
XM_014907590	FBgn0089112
XM_014907591	FBgn0089112
XM_001959342	FBgn0089112
XM_001959341	FBgn0089113
XM_001959334	FBgn0089114
XM_001959331	FBgn0089115
XM_014907592	FBgn0089115
XM_001959329	FBgn0089116
XM_001959328	FBgn0089118
XM_001959326	FBgn0089119
XM_001959324	FBgn0089120
XM_014907593	FBgn0089121
XM_014907594	FBgn0089121
XM_001959320	FBgn0089121
XM_001959319	FBgn0089122
XM_001959318	FBgn0089123
XM_001959316	FBgn0089124
XM_001959314	FBgn0089125
XM_001959313	FBgn0089126
XM_001959312	FBgn0089127
XM_014907595	FBgn0089127
XM_014907596	FBgn0089127
XM_001959309	FBgn0089129
XM_001959307	FBgn0089130
XM_001959305	FBgn0089131
XM_014907597	FBgn0089131
XM_001959303	FBgn0089132
XM_001959301	FBgn0089133
XM_014907598	FBgn0089133
XM_014907599	FBgn0089133
XM_001959299	FBgn0089134
XM_014907600	FBgn0089134
XM_014907601	FBgn0089134
XM_014907602	FBgn0089134
XM_001959295	FBgn0089135
XM_014907603	FBgn0089135
XM_001959294	FBgn0089136
XM_001959293	FBgn0089137
XM_001959292	FBgn0089138
XM_001959291	FBgn0089139
XM_001959290	FBgn0089140
XM_001959289	FBgn0089141
XM_001959286	FBgn0089142
XM_001959285	FBgn0089143
XM_001959283	FBgn0089144
XM_001959281	FBgn0089145
XM_001959279	FBgn0089146
XM_001959278	FBgn0089147
XM_001959277	FBgn0089148
XM_001959275	FBgn0089149
XM_001959272	FBgn0089150
XM_001959269	FBgn0089152
XM_001959267	FBgn0089154
XM_001959266	FBgn0089155
XM_001959265	FBgn0089156
XM_014907604	FBgn0089157
XM_014907605	FBgn0089157
XM_001959263	FBgn0089157
XM_001959264	FBgn0089158
XM_014907606	FBgn0089158
XM_014907607	FBgn0089158
XM_001959253	FBgn0089159
XM_014907608	FBgn0089159
XM_014907609	FBgn0089159
XM_001959251	FBgn0089161
XM_001959249	FBgn0089162
XM_001959248	FBgn0089163
XM_014907610	FBgn0089166
XM_001959234	FBgn0089169
XM_001959228	FBgn0089170
XM_014907611	FBgn0089170
XM_014907612	FBgn0089170
XM_014907613	FBgn0089170
XM_014907614	FBgn0089170
XM_014907615	FBgn0089170
XM_001959226	FBgn0089171
XM_014907616	FBgn0089173
XM_014907617	FBgn0089173
XM_014907618	FBgn0089173
XM_001959222	FBgn0089173
XM_014907619	FBgn0089173
XM_001959221	FBgn0089174
XM_001959220	FBgn0089175
XM_001959219	FBgn0089176
XM_014907620	FBgn0089176
XM_014907621	FBgn0089176
XM_014907622	FBgn0089176
XM_014907623	FBgn0089176
XM_014907624	FBgn0089176
XM_014907625	FBgn0089176
XM_014907626	FBgn0089176
XM_001959214	FBgn0089177
XM_001959213	FBgn0089178
XM_001959211	FBgn0089179
XM_001959209	FBgn0089180
XM_014907627	FBgn0089181
XM_001959206	FBgn0089182
XM_001959201	FBgn0089186
XM_001959196	FBgn0089189
XM_001959194	FBgn0089190
XM_001959191	FBgn0089191
XM_001959192	FBgn0089192
XM_001959193	FBgn0089193
XM_001959187	FBgn0089194
XM_001959186	FBgn0089196
XM_001959184	FBgn0089197
XM_001965947	FBgn0089198
XM_014904617	FBgn0089198
XM_001959182	FBgn0089199
XM_001959181	FBgn0089200
XM_001959180	FBgn0089201
XM_001959179	FBgn0089202
XM_001959178	FBgn0089203
XM_001959177	FBgn0089204
XM_001959176	FBgn0089205
XM_001959175	FBgn0089206
XM_001959174	FBgn0089207
XM_001959173	FBgn0089208
XM_001959172	FBgn0089210
XM_001959171	FBgn0089211
XM_001959170	FBgn0089212
XM_001959169	FBgn0089213
XM_001959168	FBgn0089214
XM_001959166	FBgn0089215
XM_001959165	FBgn0089216
XM_014907628	FBgn0089216
XM_014907629	FBgn0089216
XM_014907630	FBgn0089216
XM_014907631	FBgn0089216
XM_014907632	FBgn0089216
XM_014907633	FBgn0089216
XM_014907634	FBgn0089216
XM_014907635	FBgn0089216
XM_014907636	FBgn0089216
XM_014907637	FBgn0089216
XM_014907638	FBgn0089216
XM_001959164	FBgn0089217
XM_001959162	FBgn0089218
XM_001959159	FBgn0089220
XM_014907639	FBgn0089220
XM_014907640	FBgn0089220
XM_014907641	FBgn0089220
XM_001959156	FBgn0089221
XM_001959151	FBgn0089222
XM_014907642	FBgn0089222
XM_014907643	FBgn0089222
XM_014907644	FBgn0089222
XM_014907645	FBgn0089222
XM_014907646	FBgn0089222
XM_001959149	FBgn0089223
XM_001959147	FBgn0089224
XM_001959145	FBgn0089225
XM_001959143	FBgn0089226
XM_001959142	FBgn0089227
XM_001959140	FBgn0089228
XM_001953417	FBgn0089230
XM_001959136	FBgn0089231
XM_001959135	FBgn0089232
XM_001959132	FBgn0089233
XM_014907647	FBgn0089234
XM_001959129	FBgn0089235
XM_001959127	FBgn0089236
XM_001959126	FBgn0089237
XM_001959125	FBgn0089238
XM_001959124	FBgn0089239
XM_001959120	FBgn0089240
XM_001959115	FBgn0089241
XM_014907648	FBgn0089243
XM_001959113	FBgn0089243
XM_001959112	FBgn0089244
XM_001959110	FBgn0089245
XM_001959109	FBgn0089246
XM_001959108	FBgn0089247
XM_001959107	FBgn0089248
XM_001959104	FBgn0089249
XM_001959103	FBgn0089250
XM_001959101	FBgn0089251
XM_001959097	FBgn0089252
XM_001959096	FBgn0089253
XM_001959094	FBgn0089254
XM_001959093	FBgn0089255
XM_001959091	FBgn0089256
XM_001959090	FBgn0089257
XM_014907649	FBgn0089257
XM_001959088	FBgn0089258
XM_001959085	FBgn0089259
XM_001959084	FBgn0089260
XM_014907650	FBgn0089260
XM_014907651	FBgn0089260
XM_001959077	FBgn0089262
XM_001959071	FBgn0089263
XM_014907652	FBgn0089263
XM_001959070	FBgn0089264
XM_001959069	FBgn0089265
XM_001959067	FBgn0089266
XM_001959063	FBgn0089267
XM_014907653	FBgn0089267
XM_001959062	FBgn0089268
XM_014907654	FBgn0089269
XM_001959059	FBgn0089269
XM_014907655	FBgn0089269
XM_001959058	FBgn0089270
XM_001959057	FBgn0089271
XM_014907656	FBgn0089271
XM_001959055	FBgn0089273
XM_001959049	FBgn0089274
XM_001959048	FBgn0089275
XM_001959046	FBgn0089276
XM_001959045	FBgn0089277
XM_001959041	FBgn0089278
XM_001959040	FBgn0089279
XM_001959037	FBgn0089281
XM_001959036	FBgn0089282
XM_014907669	FBgn0089282
XM_001959035	FBgn0089283
XM_001959033	FBgn0089285
XM_014907670	FBgn0089285
XM_001959032	FBgn0089286
XM_001959031	FBgn0089287
XM_001959026	FBgn0089288
XM_001959021	FBgn0089289
XM_001959020	FBgn0089290
XM_001959019	FBgn0089291
XM_001959001	FBgn0089293
XM_001958998	FBgn0089294
XM_001958994	FBgn0089295
XM_001958993	FBgn0089296
XM_001958989	FBgn0089297
XM_001958988	FBgn0089298
XM_001958986	FBgn0089299
XM_014907671	FBgn0089299
XM_001958985	FBgn0089300
XM_001958984	FBgn0089301
XM_001958982	FBgn0089302
XM_014907672	FBgn0089303
XM_014907673	FBgn0089303
XM_014907674	FBgn0089303
XM_014907675	FBgn0089303
XM_001958981	FBgn0089303
XM_001958980	FBgn0089304
XM_014907676	FBgn0089304
XM_014907677	FBgn0089304
XM_001958977	FBgn0089306
XM_001958976	FBgn0089307
XM_001958975	FBgn0089308
XM_014907678	FBgn0089308
XM_001958974	FBgn0089309
XM_001958964	FBgn0089310
XM_001958963	FBgn0089311
XM_001958961	FBgn0089312
XM_001958959	FBgn0089313
XM_014907679	FBgn0089313
XM_001958958	FBgn0089314
XM_001958956	FBgn0089315
XM_001958953	FBgn0089316
XM_001958951	FBgn0089317
XM_001958950	FBgn0089318
XM_001958947	FBgn0089319
